FixedFormatFile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"怪物ID，（定义规则：NXXXYYZZZ；  N为大类，1测试；2地图怪物，3副本怪物，4NPC，5功能型；XXX为所在地图ID；  YY为子类型，N=2,3时，00为小怪，02为首领；N=4时，应为00；N=5时，01表示传送；   ZZZ为编号）",怪物名（可不填，仅为方便脚本配置人员了解是哪个怪物）,怪物模型资源名字，字符串，用于显示,模型厚度比例x,模型身高比例y,模型宽度比例z,模型颜色红色,模型颜色绿色,模型颜色蓝色,模型透明度,怪物头像图片资源名字，字符串,调色板ID（造型相同的怪物颜色不同）,AI信息的ID,"类型, 10：一般怪物，11：不可被攻击的怪物",怪物的种族,怪物的派别,不填为小怪；2为头领；3为稀有；4为护卫；5为BOSS；6为BBOSS头领；7为囚笼；,是否被过滤,怪物的等级,阵营（0：全门派友善； 123：对应门派ID，与本门派友善，与其它门派敌对； 11；全门派敌对）， 注：玩家和玩家召唤的宠物的静态阵营ID都是其所属门派ID,能否被选中，0：表示可以被选中，1：表示不能被选中,为1表示可以对话,怪物的视野，单位：米,为1表示不接受事件,怪物被杀死后，玩家获得的金钱，绑定,怪物可被攻击的半径，用于建筑等体积巨大的物件,怪物占位的半径：单位：分米,为1表示生物无占位,相对回归半径,绝对回归半径,时间回归，单位：毫秒,为1表示回归时不回血,基本移动速度，单位：x毫秒/米,基础攻击速度，单位：x毫秒/次,怪物的奖励归属类型，1：最后的攻击者拥有奖励，2：第一个攻击者拥有奖励，3：持续攻击者拥有奖励，4：指定奖励拥有者，5：最后的玩家攻击者拥有奖励（宠物、召唤兽等杀死不算），6：按伤害比例进行计算怪物归属，7：队伍分配时随机选择队员获得奖励,怪物掉落ID的集合，形如：ID1+ID2+ID3,技能索引集合，形如：Index1+Index2+Index3,对应技能使用概率的集合，千分比，形如：Prob1+Prob2+Prob3,怪物属性，配合技能使用,怪物出生动画光效,功能集(1、任务 2、传送 3、任务 8、商店 10、寄售 20、法宝炼制 40、法宝经验 80、法宝替换 100、排行版 200、激活码信息),每个功能对应的功能ID,怪物势力,性别(1男，2女),AI跟踪,怪物称号,头顶图片,骑乘动画（坐骑专用）,移动动画（坐骑专用）,休闲动画（坐骑专用）,属性计算公式类型ID，10000001是幻兽公式,对应采集物ID,魂数量，搜魂灯使用,特殊死亡动画机率(1000分制),特殊死亡动画,荣誉点,是否不消耗亲朋金币(1表示不消耗，0表示消耗亲朋币),击杀率下限(1-1000),击杀率上限(1-1000),免伤率
210900858,695,obj_common_fabaoliandingqi02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900859,696,obj_Common_fabaoliandingqi03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900860,697,obj_common_fushi01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900861,698,obj_Common_HGBX.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900862,699,obj_Common_huanjingchuansongmen01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900863,700,obj_Common_huoliquanshui01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900864,701,obj_Common_kuangshidui01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900865,702,obj_Common_LHBX.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900866,703,obj_Common_liangshidui01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900867,704,obj_Common_lianyaoding.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900868,705,obj_Common_lydrukou01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900869,706,obj_Common_men01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900870,707,obj_Common_men02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900871,708,obj_Common_muchaidui01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900872,709,obj_Common_nhhy.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900873,710,obj_Common_shizhijianyumen01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900874,711,obj_Common_shizhijianyumen02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900875,712,obj_Common_shizhijianyumen03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900876,713,obj_Common_shizhu.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900877,714,obj_Common_tongguangongdianmen01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900878,715,obj_Common_XINGYBX.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900879,716,obj_Common_xiuluowang.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900880,717,obj_Common_XYBX.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900881,718,obj_Common_yaoding01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900882,719,obj_dengljm_beijing.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900883,720,obj_destroy_bk.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900884,721,obj_destroy_cl.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900885,722,obj_destroy_dtcm.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900886,723,obj_destroy_dtcm02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900887,724,obj_destroy_dwcx.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900888,725,obj_destroy_fhc.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900889,726,obj_destroy_fz_1.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900890,727,obj_destroy_fz_2.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900891,728,obj_destroy_fz_3.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900892,729,obj_destroy_hb.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900893,730,obj_destroy_jt_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900894,731,obj_destroy_jt_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900895,732,obj_destroy_jt_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900896,733,obj_destroy_mb.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900897,734,obj_destroy_sg.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900898,735,obj_destroy_sl.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900899,736,obj_destroy_tl.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900900,737,obj_destroy_tq.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900901,738,obj_destroy_xc.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900902,739,obj_destroy_zs.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900903,740,obj_destroy_zzb.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900904,741,obj_sence_dmtjl_dongxue01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900905,742,obj_sence_fl_dongxue1.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900906,743,obj_sence_fl_gongpeng01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900907,744,obj_sence_miaoyz_dongxue01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900908,745,obj_sence_miaoyz_dongxue02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900909,746,obj_sence_xylks_dongxue01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900910,747,obj_sence_xylks_dongxue02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900911,748,obj_sence_xylks_fangwu01obj_sence_xylks_fangwu01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900912,749,obj_sence_xylks_fangwu02obj_sence_xylks_fangwu02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900913,750,obj_sence_ylwx_dongxue01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900914,751,obj_sence_ylwx_dongxue02_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900915,752,obj_sence_ylwx_dongxue02_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900916,753,obj_sence_ylwx_dongxue02_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900917,754,obj_zhenlongbd_dianyu.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900918,755,obj_zhenlongbd_haigui_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900919,756,obj_zhenlongbd_haigui_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900920,757,obj_zhenlongbd_haigui_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900921,758,obj_zhenlongbd_haixing_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900922,759,obj_zhenlongbd_haixing_02.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900923,760,obj_zhenlongbd_haixing_03.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900924,761,obj_zhenlongbd_jianyu.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900925,762,obj_zhenlongbd_pangtouyu.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900926,763,obj_zhenlongbd_shoushangdedashayu.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900927,764,PET_Q_zhanhun.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900928,765,PET_Z_zhanhun.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900929,766,Qinglzt.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900930,767,Qingwzz.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900931,768,Qixz.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900932,769,Qiyzs.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900933,770,Rens.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900934,771,Shehf.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900935,772,Shizdx.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900936,773,siyaotou1.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900937,774,siyaotou2.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900938,775,siyaotou3.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900939,776,siyaotou4.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900940,777,wj_pojun.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900941,778,wj_pojun_01.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900942,779,wj_souhundeng.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900943,780,Wof.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900944,781,Xingxzs.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900945,782,xsc_chuancheng.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900946,783,xsc_ql.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900947,784,Xuantzj.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900948,785,Xuanwzt.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900949,786,Yaozzt.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900950,787,Yeh.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900951,788,yf_wq_t1.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900952,789,yf_wq_t2.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900953,790,yf_wq_t3.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900954,791,yf_wq_t4.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900955,792,yf_wq_t5.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900956,793,zfs_wujian_luzi_001.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900957,794,zhenlbd_shuicao_001.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900958,795,zhenlbd_shuicao_002.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900959,796,zhenlbd_shuicao_003.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900960,797,zhenlbd_shuicao_004.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900961,798,zhenlbd_shuicao_005.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900962,799,zhenlbd_shuicao_006.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900963,800,zhiliaofabao.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900964,801,zhufang_Hj.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900965,802,zhufang_Hy.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900966,803,zhufang_TX.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900967,804,Zhuljs.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900968,805,Zhuqzt.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900969,806,zq_feijian.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900970,807,zq_hulu.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
210900971,808,zq_zhanma.eqs,100,100,100,,,,,,,0,11,,,2,,1,0,,,0,,,,1,,5,5,,,112,56,,,,,,,,,雪龙峰,,,测试,,,,,705,,,,,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304010100,贪之心魔,boss_suohun_hong.eqs,100,100,100,,,,,,,327,10,,,5,,60,11,,,20,,,,5,,20,20,,,200,1000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,,,,,,802,,,,,20,,,,5
304010101,怯之心魔,boss_sunhun_huang.eqs,100,100,100,,,,,,,327,10,,,5,,60,11,,,20,,,,5,,20,20,,,200,1000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,,,,,,802,,,,,20,,,,5
304010102,杀之心魔,boss_suohun.eqs,150,150,150,,,,,,,327,10,,,5,,60,11,,,20,,,,5,,20,20,,,200,1000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,,,,,,803,,,,,20,,,,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304010103,穴居异人,MST_13_XM_02.eqs,100,100,100,,,,,,,314,10,,,3,,60,11,,,100,,,,5,,102,100,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,,,,,,826,,,,,20,,,,5
304010104,黎仙,MST_13_XM_03.eqs,200,200,200,,,,,,,327,10,,,5,,60,11,,,100,,,,5,,102,100,,,500,2000,3,,5,1000,,TongYongGuaiWu_ChuXian_01,,,雪龙峰,,,,,,,,827,,,,,20,,,,5
